,index,ID,Description,HA
4076,4076,MEDC0135,professionalism help build trust dietitian service user placement accredit training requirement taught comprise simulated setting environment allow develop skill day set clinical standard proficiency conduct performance ethic dietitian inter intra work dietetics statutory regulatory body health care organisation legal ethical boundary reflective continue development dietetics management leadership communication safety,13
4077,4077,MEDC0136,placement day duration place predominantly clinical set opportunity clinical environment dietetic speciality prior start teach schedule undertaken support preparation particular placement reflection development count placement resource online continue placement support development addition clinical join placement opportunity attend clinic develop skill interaction,13
4078,4078,MEDC0137,professionalism help build trust dietitian service user taught dietetics section prepare placement block standard proficiency conduct performance ethic dietitian process nutrition dietetic bda care cycle inter intra work dietetics statutory regulatory body health care organisation legal ethical boundary reflective continue development dietetics management leadership business innovation principle audit service evaluation improvement communication education teach safety food safety catering catering healthcare domestic setting food hygiene training hazard critical control point food composition recipe additive nutrient,13
4079,4079,MPHY0001,fundamental component medical biomedical major medical commonly encounter hospital radiology nuclear medicine far pursuit knowledge theoretical aspect medical dealt great medical biomedical,13
4080,4080,MPHY0002,cardiac act breath biomedical felt important particular area depth heart ideal electrical pump opportunity medical electronics selection bioengineering safety critical organ mechanic mechanic sense,13
4081,4081,MPHY0003,purpose general knowledge static dynamic material real life situation biomedical strong element carefully link discuss challenge completion obtain free body diagram force cantilever simple support beam obtain sheer stress bending moment maximum bending moment simple joint section obtain ground reaction internal force material test stress versus strain curve define terminology relationship related moment mass moment area radius gyration compare material accord property select material discus reason implication choice failure mode material define terminology relationship related newton law translational rotational motion work energy momentum impulse principle finite element simple shape relevant type mechanical test material plan run experimental collection instron equipment associate result present result poster knowledge mechanic material biomedical,13
4082,4082,MPHY0004,medical instrumentation excite electronics build device help medical diagnosis therapeutic fundamental level help human body work analog electronics wonderful art signal native nature electronics world alphabet simple electronic circuit electronics discus specialist electronics lab analog electronics build test deploy medical device pulse plethysmograph count heart rate,13
4083,4083,MPHY0005,introduces foundational malfunction major human body link physiology healthcare body maintains optimal internal environment compare human auto regulation control examine thermoregulation human body relatively simple physical principle explain aspect human physiology human vision pressure volume flow blood vessel perform optic experiment develop experimental skill identify limitation perform physiology experiment implication human variability experimental,13
4084,4084,MPHY0006,biophysics human body medical medical natural fold explore biophysics signal movement cellular level biophysics appreciate biophysical measurement acquire clinical environment cellular level diffusion membrane potential ion channel synapsis action potential contraction muscle neural cod guest clinician electrocardiography ecg electromyography emg anaesthesia,13
4085,4085,MPHY0007,largely traditional taught principally primary wave thermodynamics solid state additional reading material equip biomedical background necessary prosper familiarize biomedical draw general principle confidence completion explain basic perform basic calculation physical principle appreciate underpin biomedical knowledge biomedical,13
4086,4086,MPHY0008,purpose overview human anatomy physiology intelligently develop biomedical solution clinical college objective biochemical structural organization body main organ body familiar basic pathology affect body knowledge anatomy physiology utilised develop biomedical treat condition chosen case,13
4087,4087,MPHY0009,purpose technical enable good level familiarity medical device typically clinical environment characteristic equipment principle medical purpose user operation maintenance appraisal common fault present objective electronics knowledge number clinical medical device clinical medical device number key perspective familiar clinical medical device diagnose common equipment efficiently prioritise clinical activity suggest improvement exist equipment,13
4088,4088,MPHY0010,end medical device implementation aspect sustainability risk cost ect legal framework biomedical operates process solve experience solve realistic biomedical,13
4089,4089,MPHY0011,medical instrumentation pick electronics left medical instrumentation start look embed hardware blend perform basic building block embed microcontroller microcontrollers device process biomedical signal domain signal processing addition control variable change uncertain environment temperature incubator constant light change condition feedback control explore basic control lastly think principle safety medical device medical set basic goal accidentally injure people try help building medical device lab build test medical device single channel ecg,13
4090,4090,MPHY0012,medical complement medical bioengineering equip valuable skill conduct independent fundamental future career path development area mphy ibsc mphy beng biomedical mphy skill plan execute present open end investigation video central,13
4091,4091,MPHY0014,abroad integrate master medical biomedical,
4092,4092,MPHY0015,depth transducer monitoring physiology medicine commonly medical,14
4093,4093,MPHY0016,theoretical background mode operation anatomy physiological ionise radiation process assess basic principle quality control interaction radiation matter especially reference tissue radiation source radiation detector current state art future perspective interaction component effect quality performance quality control video central,13
4094,4094,MPHY0017,component essential ground intercalate medical bioengineering ibsc mathematics compute medicine significant proportion material previous prove important element intercalate component sufficient knowledge mathematics significant disadvantage compare electrical intercalate,13
4095,4095,MPHY0018,ultrasound widely clinical modality therapy grown rapidly decade biomedical ultrasound diagnostic therapeutic briefly beginning ultrasound progress wave propagation ultrasound generation detection formation therapeutic mechanism end brief emerge play significant role future solid ground ultrasound instrumentation work video central,13
4096,4096,MPHY0019,magnetic resonance mri biomedical optic clinical emphasis underlie physical principle solid wish physical principle mri biomedical optic medical improve clinical pursue develop clinical industrial mri biomedical optic video central,13
4097,4097,MPHY0020,electronic record state art medical acquisition compute signal processing vital modern medicine important compute special emphasis compute medical consists compute medicine matlab signal processing skill compute medicine matlab signal processing assess examination matlab video central identify explain key component modern computerdescribe major healthcare set pac explain key regulatory legal ethical principle medical security protectionrepresent number binary number representation float point demonstrate fundamental recommend appropriate type datademonstrate work knowledge basic matlab commandswrite matlab perform simple visualisation biomedical datademonstrate principle key element signal processing sample quantisation represent signal time space frequency domain convolution discrete fourier transform represent store binary datademonstrate principle key element signal processing greyscale colour filter edge detection compute gradient interpolation morphological filter segmentation registration,13
4098,4098,MPHY0021,construct reliable readable efficient collaborative environment emphasis tip technology effectively build maintain complex code python deliver python develop simple script efficient numerical computation video central,13
4099,4099,MPHY0023,purpose present medical device medical material perspective discus solution current biomedical msc medicine biomedical medical objectivesto characteristic material medical device difference tissue synthetic material difference material medical device property bone biomaterials familiar medical device treatment disease explain biocompatibility tissue associate orthopaedic implant familiar prosthetic device familiar medical device regulation,13
4100,4100,MPHY0024,allocate primary expertise introduces independent opportunity explore great depth necessarily basis phd,
4101,4101,MPHY0025,essential processing medical compute late development deep medical processing registration segmentation medical alongside overview biomarkers derive processing test hypothesis clinical primer deep deep approach registration segmentation assumes good prior knowledge basic algebra matrix arithmetic calculus competent skill python matlab format comprises conventional incorporate interactive discussion element element outline run code register segment statistically medical,13
4102,4102,MPHY0026,assist surgery ca grow hardware technology deployed increase safety accuracy effectiveness surgical interventional procedure key ca theoretical perspective expect demonstrate computational basis clinical segmentation registration visualisation anatomical instrument track calibration usability video central,13
4103,4103,MPHY0027,half electrical safety half anatomy physiology electrical safety effect electricity body impedance main electricity supply cause electric shock electrical safety regulation quality management regulatory process present assess contribute mark regard anatomy physiology consists formal guide anatomy lab opportunity anatomy human material guidance skilled demonstrator musculoskeletal locomotor cardiovascular respiratory nervous endocrine digestive reproductive urinary moodle quiz ass knowledge quiz contribute total mark formal teach consist short single best answer sba spot test anatomy lab contribute mark,13
4104,4104,MPHY0028,principle radiotherapy associate instrumentation medical accelerator radiotherapy dose distribution conformal radiotherapy proton therapy brachytherapy treatment planning radiobiology quality assurance,
4105,4105,MPHY0029,knowledge discipline electronic signal processing control advise electronics familiar binary count binary number,13
4106,4106,MPHY0030,good skill fundamental modern medical key python store display process medical standard combine implement complex processing development numerical compute work medical type file format high dimensional array mask point set mesh visualisation basic medical task processing spatial coordinate transformation morphological operation numerical optimisation medical assess implement python solve real world medical compute,13
4107,4107,MPHY0031,accurate opinion journal article crucial skill cdt flagship journal club equip skill necessary critical review relevant work work discussion develop skill critical think review motivation whilst develop skill cdt mres rotation present chosen staff chair format minute lead presenter motivation work methodology result discussion section far minute contribution limitation discussion section impact chairperson advance help guide discussion review approximately half end rotation assess category skill present time rotation lead present present contribution limitation assess assess general skill strength conclusion handle contribution expect contribute raise contribute discussion voice opinion attendance component contribution individual review twice rotation ask review half rotation review summarise reflect case old expect discussion subsequent impact present,13
4108,4108,MPHY0032,interaction process underpin ionise radiation typically quantify measure set clinical environment ass significance work clinical,
4109,4109,MPHY0033,count point multi time frame know comprehensive knowledge skill developed entire msc ass communicate clearly develop achieve satisfy goal invent brand new medical device skill essential career development scientist healthcare,13
4110,4110,MPHY0034,mres medical biomedical mres undertaken substantial original piece choice supervision expertise develop skill perform critical review relevant define tackle experiment collect interpret experimental result communicate justify methodology finding conclusion develop awareness ethical consideration real world healthcare industrial set generally aligns personal background taught element mathematics compute emphasis theoretical simulation whilst strongly experimental nature involve building device device collect plan interim progress present poster oral audience comprise staff,13
4111,4111,MPHY0035,msc medicine msc undertaken original choice supervision expertise develop skill perform critical review relevant define tackle experiment collect interpret experimental result communicate justify methodology finding conclusion develop awareness ethical consideration real world healthcare industrial set generally aligns msc specialisation route personal element mathematics compute emphasis theoretical simulation whilst strongly experimental nature involve building device device collect medical compute route select substantial compute component typically development plan interim progress present poster oral audience comprise staff,13
4112,4112,MPHY0036,medical complement medical bioengineering equip valuable skill conduct independent fundamental future career path development area mphy ibsc mphy beng biomedical mphy skill plan execute present open end investigation video central,13
4113,4113,MPHY0037,purposethis brings material physiology relevant situation electronic device direct contact body body contact common clinical medical device biosensing record biopotentials stimulate body interaction nervous relevant rehabilitation intensive care clinical neurophysiology neuroprosthetics useful aimsour prepare work electronic device interact people particular common type interaction neural generally know neural electronics expect know knowledge experience successfully monitor process biosignals bio potential ecg eng bio signal electrical stimulation electronics amplifier filter bio sensor electrode sensor nerve anatomy biophysics physiology biopotential record electrical stimulation objectivesteaching examsthe teach direct strong emphasis direct level expect responsibility work truly material insufficient represent work contact share rest time dedicate direct independent work reading note prepare revise lab instruct assess moodle quiz lab unseen level typically biomedical worth level additional element lab worth worth note lab contain additional element video central medical encounter clinical intend biomedical specify test clinical electrical equipment acquire knowledge origin electrophysiological signal characteristic essential requirement electrode basic principle bio sensorsbasic principle electrical stimulation characteristic limitation biomedical amplifier acquisition electrophysiological signal demonstrate characteristic derive electrophysiology electrode property electrical hazard knowledge practicals develop skill develop solve skill knowledge accumulate improve develop communication skill responsibility experience,13
4114,4114,MPHY0038,intend basic knowledge medical physicist work radiotherapy expect knowledge quantity radiation radiation dos measure radiation detector dosemeter knowledge affected exposure ionise radiation mechanism involve knowledge treatment plan developed knowledge risk involve ionise radiation risk radiation protection,13
4115,4115,MPHY0039,illustrates knowledge biomedical provision clinical service electrophysiology eeg electrical impedance tomography eit eletromyography emg respiratory measurement mechanic breathing diffuse capacity body plethysmography urology low urinary tract bladder incontinence technology rehabilitation robotics assistive technology manual wheelchair robot rehabilitation prosthetic leg functional electrical stimulation video central,13
4116,4116,MPHY0040,undertake extra mural biomedical,
4117,4117,MPHY0041,artificial intelligence ubiquitous healthcare underlie mathematics basic regularize tree support vector ensemble neural network illustrate relevant medical reconstruction enhancement noise reduction super resolution quality transfer modality transfer registration segmentation diagnosis classification end overview relevant advantage limitation video central,13
4118,4118,MPHY0042,medical complement medical bioengineering equip valuable skill conduct independent fundamental future career path development area mphy ibsc mphy beng biomedical mphy skill plan execute present open end investigation video central,13
4119,4119,MPHY0043,artificial intelligence assist surgeon healthcare perform modern assist medical procedure artificial intelligence highly transferable skill biomedical surgery intervention highly hand real world modern deep framework tensorflow kera basic methodology current deep neural network andpractical aspect selection implementation training validation deployment systematic overview common task surgical procedure surgical workflow recognition instrument localisation intraoperative fusion hand experience complex task andan challenge limitation,13
4120,4120,MPHY0044,compute conduct experiment record result experience mapping computational framework visualize solve physical python parallel evaluate discover meaningful,13
4121,4121,MPHY0046,goal comprehensive overview robotic healthcare develop specialise knowledge new challenge related development medical device regulation guide process,
4122,4122,MPHY0047,increase access large complex heterogeneous planning delivery post operative management pave develop analytics solution support quality improvement interventional medicine key principle collection fusion visualisation diverse type theoretical basis inference mining pattern building comprehensive view process surgical encompass series hand surgical interventional task support workflow skill expose limitation challenge develop analytics acquire skill transferable area biomedical human interaction robotics domain medicine suitable background basic knowledge script,13
4123,4123,MPHY0048,recent decade dramatic increase industry related implantable device interface neural active implant comprise nerve interface usually electrode array embed electronics sense neural signal stimulate desire neuronal activity present device employ treatment disorder condition restoration motor interface epilepsy chronic depression chronic heart failure review exist technology neural implant address main theme combine classroom elearning common test neural implant device evaluation assess mix record stimulate nervous biophysics action potential electrical current distribution neural tissue common strategy measurement stimulation overview neural interface commercial device biophysics action potential electrical current distribution neural tissue common strategy measurement stimulation overview neural interface commercial device manufacturing failure protect electronics body common architecture employ manufacture neural implantable device life time consideration device nervous protect electronics body common architecture employ manufacture neural implantable device life time consideration device nervous neural tissue interaction safety biocompatibility consideration device nervous electric neural tissue interaction surgical consideration device nervous biocompatibility consideration device nervous electric neural tissue interaction surgical consideration device nervous implant electronics common architecture employ manufacture neural implantable device analogue electronics sense neural stimulation electronics signal processing transmission neural encode decode power delivery battery wireless power transmission implant regulation development process common architecture employ manufacture neural implantable device analogue electronics sense neural stimulation electronics signal processing transmission neural encode decode power delivery battery wireless power transmission implant regulation development process,13
4124,4124,MPHY0049,run element skill change world account work biomedical related product user community wheelchair user mnd blind work stage identify product development improvement solution manufacturing test prototype address regulatory conceive route market objective demonstrate medical condition demonstrate stakeholder demonstrate appraise inform brief definition demonstrate management definition plan start plan milestone ahead produce steady progress demonstrate lead work package individual task successfully demonstrate collaborate communicate consultant user demonstrate inform broad creativity capacity evaluate criterion recommend select material assistant edupack identify manufacturing process estimate life span ass sustainability viability recommend critically ass recommend predict fail mode recommend mitigation solution failure mode effect prepare technical instruction manufacture assembly recommend drawing technical produce assemble prototype revise identify set physical test pilot proof ass recommend demonstrate awareness compliance legislation ethical consideration ass business viability define business marketing plan identify critically market panel deliverable timely standard level skill taught small help development skill undertaking change world element mark account activity place entirely summer check iep website,13
4125,4125,MSIN0001,set equip knowledge skill involve practitioner corporate finance user output generate corporate finance organisation adopts critical evaluation philosophy enable nuance inherent corporate finance account generate corporate finance establish role finance raise invest finance explores time value money relationship risk return key far important area corporate finance nature shareholder value capital market source finance investment appraisal capex portfolio capital asset pricing capm cost capital impact capital dividend policy business valuation especially merger takeover,13
4126,4126,MSIN0002,fully comprehensive skill knowledge expertise management deliberately broad intention substantial initial overall management serf area direct scope approach overarch area management broad coverage overall management knowledge skill expertise substantial crucial area expertise critical think evaluation lead formation sound judgemental facultya general familiarity management priority future detailed area managementa leadership managerial particular reference connect state priority school management create disruptive entrepreneurial leader complex interconnect world future,13
4127,4127,MSIN0003,help appreciate contribution behavioural organisation emphasise individual improve quality work life effectiveness organisation broad section individual nature individual difference affect work perceive thing attitude personality driver motivation explore happens individual perform interact potential dysfunction communication coordination conflict interdependency organisation end explores related creativity innovation culture individual organisational level classic leadership,13
4128,4128,MSIN0004,introductory level orientation accounting principle internal external business organisation good ground appreciation financial accounting essential analyst manager business owner posse financial accounting concerned accounting financial transaction activity business particular financial period building financial story period subsequent construction publication financial statement balance sheet income statement cash flow statement explains profit cash measurement transaction activity income statement cash flow statement construct accounting asset liability construction balance sheet contextually revenue recognition expense identification valuation asset liabilties explore calculate financial ratio toanalyse interpret financial statement insight financial health performance insight manager interested stakeholder especially shareholder particularly interested explores aspect corporate governanceand implication corporate reporting msin deliver examination place summer instance,13
4129,4129,MSIN0006,equip convert business intelligence drive business strategy business source cleanse basis business intelligence traditional source business intelligence big open business intelligence cloud commercial discovery visualisation appreciation reporting finding management,13
4130,4130,MSIN0007,consumer market industry world market business best conceive execute fundamental brief proposal population sample instrument discussion guide questionnaire management error role critical think pursuit insight reporting framework business audience primary secondary late neuromarketing marketing heart segmentation product development product pricing advertising promotional impact world commercial teach allow acquire knowledge investigate new collaborate market client objective recommendation completion produce output direct business audienceunderstand principle effective market researchappreciate key methodology approach gather primary secondary business market researchdesign effective value add primary secondary objectivesgain critical think skill evaluate business outputsmake valid actionable business recommendation market,13
4131,4131,MSIN0008,increasingly prevalant organisation industry change product service create lauched improve technology drive innovation change sustains buisness operation management key toolkit entreprenuer consultant analyst management formally informally introductory basic management skill personal success reflect real world taught industry practitioner management present key employ public private sector successfully deliver change innovation precedence management reflect criticality business infrastructure management introduces key principle management agile scrum approach opportunity initiate plan successfully blend approach case grasp essential element good management skill hone future career opportunity,13
4132,4132,MSIN0009,serf frame management explore opportunity face manager global company high growth business tackle world scale key interdisciplinary management challenge complexity scale growth innovation disruptive technology collaboration uncertainty risk explore value think management explore think brings management challenge building operating organisation people scale management extreme discipline business canvas organisation create deliver capture value explore organisation business,13
4133,4133,MSIN0010,introduces organisation analytics create value improve performance train select analytics mining introduces element underpin management complex innovation intensive driven environment explosion volume internal external manager development new analytics major impact people identify formulate solve management manipulate set basic collection apis source publicly source,13
4134,4134,MSIN0011,introduces central calculus limit continuity differentiation integration infinite series optimisation differential single variable multivariate illustrate taught management economics finance present present develop strong think skill later support complex management,13
4135,4135,MSIN0012,economic present develop strong think skill later support complex management,
4136,4136,MSIN0013,purpose complex develop powerful ground argument debate set type manager business deal emphasis develop reason position sound compelling argument support position drawn business management discipline,
4137,4137,MSIN0014,behavioural explores people think feel behave financial organisational introduces principle underlie systematic investigation human key behavioural behavioural finance organisation introduces classical date behavioural,13
4138,4138,MSIN0015,develops algebra experience fundamental algebraic involve matrix vector gaussian elimination transformation orthogonal projection square determinant eigenvalue eigenvectors illustrate management develop rigorous key underpin management develop strong think skill later support complex management development associate important area economics finance analytics explore depth strong background underlie mathematics,13
4139,4139,MSIN0016,business economics build extends set microeconomic business economics introduces key macroeconomic underpin business market failure welfare economics auction optimal tax financial economics face business identify relevant economic factor identify economic necessary support translate economic story appropriate numerical economic insight business,13
4140,4140,MSIN0017,challenge company organisation face today complex rely intuition resolve recent explosion increasingly opportunity organisation driven business analytics intersection business technology offering new opportunity competitive advantage unlocks predictive potential improve operational efficiency strategic management financial performance vital prepare organisation solve business challenge participant exposure powerful innovative methodology support driven specifically foster analytical think business management inform uncertainty real business setting train importance production omnipresence variability quantification explanation variability intend minimal preparation mainly hand experience excel emphasize,13
4141,4141,MSIN0018,necessary skill undertake effective business develop critical awareness strength weakness strategy commonly undertaking business identify develop appropriate strategy equips essential knowledge skill successfully plan implement independent extend msin imb key business develop skill critique publish share collection business experience conduct equip essential skill undertake independent extend interactive open small discussion work jointly lead sarah warnes assistant professor miha stan,13
4142,4142,MSIN0019,basic principle skill associate orient encompass requirement specification knowledge necessary architect effectively agile development requirement gathering prototyping unified orient development client server architecture,13
4143,4143,MSIN0020,strategic management consists managerial action intend affect business overview major approach strategic management think strategy explore classic strategic management approach examine think supplement limitation classic strategic management deal uncertain new rapidly change environment,13
4144,4144,MSIN0021,path break advance finance past decade profoundly change financial world change far accelerate extensive globalization financial market rapid development financial technology recent rigorous fundamental modern financial basic security asset allocation investment management expect nature working financial market investor acquire skill modern valuation pricing fix income security equity derivative arbitrage portfolio market efficiency asset pricing capm security valuation end acquaint key modern finance,13
4145,4145,MSIN0022,teach fundamental essential future management scientist joint distribution random variable property expectation basic limit theorem addition basic bayesian illustrate management,13
4146,4146,MSIN0023,introduces programmed management solve sequence instruction selection rule iterative process control abstraction concerned algorithmic solve think help solve generally python aid exhaustive heuristic search optimisation stocastic monte carlo simulation formalise cod matrix management analytics complexity time computation important challenge limit processing big,13
4147,4147,MSIN0024,business type organisation product service offer appear potential selects motivates employee partner vision strategy service environment organisation attentive invest resource management approach address key challenge face organisation community society opportunity explore think distinctive approach solve development new product service search solution taught partly hand exploration approach complement reading discussion guest speaker work key think real build msin art management msin strategy,13
4148,4148,MSIN0025,forecasting fundamental business skill forecast future area business operation finance marketing entrepreneurship predictive analytics forecast uncertain quantity event introduces key predictive analytics time series ensembling develops think like scientist build msin analytics msin computational think tableau world lead scientist work set experience stage process visualise propose fit best fit prediction test prediction new realisation case illustrate business,13
4149,4149,MSIN0026,company compete product service develop deliver new product scale integrate activity multiple marketing operation service sale look key company product technology operation management associate best operation management major driver profitability growth deal management alignment product service process supply chain operation process level tactical level strategic level process effectively match process product product development inventory supply chain conclude broader strategical look house outsource operation,13
4150,4150,MSIN0028,valuation determine defensible worth company company valuation objective determination merger success failure perspective acquire risk important dynamic business financial management today company valuation lead broad methodology today consideration today lead approach discount cash flow merger valuation key determine defensible objective judging verify acquirer merger performance extremely timely today persistent merger merger transaction volume provable fact acquisition disappoint fail today lead merger valuation methodology examine component lead alternative regularly address cycle merger evaluation merger defence strategy,13
4151,4151,MSIN0029,organisation strive align competency resource build enhance relationship wider ecosystem partner relationship deliver intrinsic benefit reach multiple audience extend engagement boost value creation evolution technology change trend proliferation product service brand choice mean organisation evermore impactful reach engage fragment audience create meaningful relationship explore organisation reach engage retain connect consumer build long relationship effective marketing initiative investigate marketing communication activity educate excite engage consumer mobile interactive channel hand experience create marketing activity drive value organisation,13
4152,4152,MSIN0030,period management business imb work individually objective purpose purpose extra mural emy develop experience date set fully partially operational commercial managerial critical set normally involves substantial placement organisation placement agree imb tutor director som departmental tutor emy opportunity work formalise regulate condition period combine work work additionally intention ensure experience formally recognise purpose achievement imb,13
4153,4153,MSIN0031,practically applicable individual strong emphasis experiential rational usually work engage numerous experiential exercise demonstrate heuristic bias people rely help quick experience hand ill inform lead failure factor emotion awareness uncertainty risk creativity ethic affect improve process lead catastrophic failure avoid key section,13
4154,4154,MSIN0032,management management complex innovation intensive driven environment individual management choice particular market industry business development business plan expect explore significant face organisation operating complex innovation intensive driven environment involve expect draw knowledge skill developed management demonstrate integrate knowledge situation receive support individual meeting allocate opportunity create substantial piece work highlight skill experience share potential employer encourage identify suitable company organisation management opportunity demonstrate depth knowledge management opportunity create substantial piece work highlight skill experience share potential employer,13
4155,4155,MSIN0035,technologist foresight scenario planning reason fail round nuanced view business environment technology associate governance intend empower innovator familiarise future technology wish conduct innovation micro scale look technology macro scale examine strategic environment innovation launch specifically rigorously scenario planning exercise environment technology develop present skill enable ahead produce innovation roll adoption innovation competitive environment appear,13
4156,4156,MSIN0039,considers major strategic financial address company senior financial officer today non theoretical key cf numerous limited aspire corporate financial officer advisor banker consultant deal financial maker plus finance orient general management appreciate strategy maximise shareholder value alternative opportunity threat encounter cfo key area tend solvency work capital management debt management optimal capital capital asset pricing capital expenditure evaluation alternative approach relationship business financing option financing plan development disbursement buyback dividend,13
4157,4157,MSIN0040,abroad host institution relevant delivery determine host institution choice approve abroad tutor grade receive host institution convert single equivalent mark represent abroad result register abroad abroad approval abroad end autumn spring participate abroad preparation completion progression period abroad,13
4158,4158,MSIN0041,management particular assumes mathematics think strand msin msin msin analytics strand msin msin msin msin behavioural msin strategy msin marketing long measure campaign marketing advent new channel device marketer access unparalleled marketer systematic capture unearth insight insight improve business marketing revolves complex market dynamic predict recommend action marketing scientist exhibit broader collaboration business great impact engagement pervasive culture driven marketing key marketing expose marketing lead company address approach result achieve experience work type marketing,13
4159,4159,MSIN0042,important business left intuition communicate reason defend adversarial challenge thorough sense source organise input expert colleague state art analytical support reason objective equip effective task develop skill building risk uncertainty recognise area business add value select appropriate type small scale quick turnaround fashion business build ass risk challenge uncertainty help approach risk add value experience work state art support,13
4160,4160,MSIN0043,deliver result people management organisation challenge building operating organisation introduces date individual difference motivation feedback leadership addition explores challenge building work stress deliver result current lead company consult explores approach day day operation company consult deliver result people challenge work people date knowledge relevant insight challenge people select company finally safe environment people management skill,13
4161,4161,MSIN0044,sits interface bioscience business element management relevant bioscience bioscience long complex route innovation implementation integration bioscience medical pillar intellectual property regulation investment choice stakeholder support regular pitch ask communicate departmental audience taught senior teach fellow fiona reid experience bioscience business interface tech transfer innovation entrepreneurship engage bioscientists interested interact business institutional environment innovation occurs familiarise innovation pathway action supportive key strategic laid council white global leader enterprise knowledge exchange entrepreneurship collaboration commercial enterprise cross departmental option interface support college connect create interface school management innovation expertise exemplary bioscience enable navigate business think medical innovation general bioscience stakeholder ecosystem bioscience innovation healthcare complex business environment public sector private sector thread run awareness complexity support impact,13
4162,4162,MSIN0045,purpose accounting principle financial reporting financial cost budget management principle principle organisation strand financial accounting cost management accounting concerned accounting financial activity subsequent construction ratio key financial statement financial reporting inherent strand internal activity business associate operational determine cost product service activity planning control budgeting cvp,13
4163,4163,MSIN0046,widely organization management ethnography observation case ground building instructor draw experience scene publish work insight engage collection conduct expect discus critique assign reading strong emphasis involvement work involve guideline collection insight process lead publish work hand activity ask generate,13
4164,4164,MSIN0047,necessary knowledge skill enable nature characteristic financial planning entrepreneurship involves key financial statement profit loss balance sheet cash flow financial planning process financial risk reward entrepreneurship innovation new venture financial strategy typical funding source development business attract outside funding diligence process strategy negotiation funding divide accounting finance enable key financial statement objective confident talk accounting banker venture capitalist financial highly inter active short case exercise support process financial involves building financial excel real life start business wish reasonably confident excel accounting limited previously accounting finance simplistic fundraise process raise external capital area valuation startup diligence process sheet negotiation investor investor entrepreneur share experience knowledge meet experience,13
4165,4165,MSIN0048,introduces management manager management activity role explore theoretical perspective key management responsibility strategic think analyze business environment marketing motivate explore alongside real world essence management manager importantly insight role manager today dynamic excite business environment,13
4166,4166,MSIN0049,main aspect external internal environment foundational inform support formulation implementation strategic material expose fundamental advanced competitive business environment enable opportunity challenge point view business analyst general manager real business scenario establish strategy scenario critically evaluate key trend strategic management industry resource capability business innovation scenario planning workshop business case involve preparation reading book case relevant intend pursue managerial career establish multinational corporation entrepreneurial time beneficial wish pursue career analyst consult finance,13
4167,4167,MSIN0051,organisation industry sector impact technology accelerate rate survive thrive organisation adapt fast identify new strategic opportunity create value partner innovation collaboration unparalleled insight foresight heart organisation succeed transformation explore impact transformation organisation wider environment examine approach organisation age shed light darker society case develop current business underpinned exposure industry practitioner entrepreneur deliver guest face business age,13
4168,4168,MSIN0052,examines legal consideration activity organisation approach legal arise want start business company legal contract breach remedy right employee workplace particularly relation dismissal redundancy discrimination legal work valuable original work protect imitation copyright patent,13
4169,4169,MSIN0053,develop enterprise skill whilst insight individual organisation create capture value entrepreneurial activity intend skill knowledge work entrepreneurially entrepreneurial establish business new start ups innovation development new product process market seek develop personal technical market factor influence strategy secure resource action,13
